Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,Emp_EnvironmentSatisfaction,Emp_JobSatisfaction,Emp_WorkLifeBalance,Mgr_JobInvolvement,Mgr_PerformanceRating,Time_in_min,Time_in_max,Time_in_mean,Time_out_min,Time_out_max,Time_out_mean
34,No,Travel_Rarely,Sales,9,4,Medical,3589,Female,2,Laboratory Technician,Married,27410,0.0,15,1,2.0,3,1,0,0,3.0,3.0,2.0,3,3,09:07:41,10:47:48,09:59:17,15:02:23,17:10:54,15:59:23
44,No,Travel_Rarely,Research & Development,4,3,Life Sciences,3590,Female,1,Laboratory Technician,Married,42620,7.0,18,0,26.0,2,22,3,10,2.0,2.0,3.0,3,3,09:17:42,10:47:39,09:59:22,15:53:48,18:15:01,17:00:27
33,No,Travel_Rarely,Research & Development,8,2,Life Sciences,3591,Female,2,Research Scientist,Divorced,161840,0.0,13,1,10.0,2,9,0,8,4.0,3.0,3.0,4,3,09:16:15,10:43:26,10:00:50,19:45:47,22:03:50,20:59:19
19,No,Travel_Rarely,Sales,2,4,Marketing,3592,Male,3,Laboratory Technician,Single,115570,1.0,22,0,1.0,0,1,0,1,2.0,4.0,3.0,3,4,09:04:18,10:36:24,10:00:43,19:21:39,21:43:54,20:47:03
23,No,Travel_Rarely,Sales,2,3,Medical,3593,Male,3,Laboratory Technician,Married,18780,1.0,13,1,1.0,2,1,0,1,4.0,3.0,3.0,3,3,09:13:31,10:54:36,09:59:40,16:17:53,18:36:13,17:28:31
25,Yes,Travel_Frequently,Research & Development,1,1,Life Sciences,3594,Male,1,Manufacturing Director,Single,109320,1.0,11,1,1.0,3,1,1,0,3.0,4.0,3.0,3,3,09:11:28,10:42:21,09:58:50,17:59:33,20:32:02,19:11:52
26,No,Travel_Rarely,Human Resources,9,3,Life Sciences,3595,Male,2,Research Scientist,Single,68110,1.0,11,1,8.0,4,8,2,2,3.0,4.0,2.0,3,3,09:17:34,10:45:40,10:01:20,17:45:15,19:53:24,18:43:26
45,Yes,Travel_Rarely,Human Resources,12,3,Human Resources,3596,Male,2,Laboratory Technician,Single,43060,2.0,11,2,26.0,3,24,1,11,1.0,2.0,3.0,3,3,09:11:45,10:59:09,10:01:23,18:37:01,20:57:26,19:56:38
55,No,Non-Travel,Research & Development,27,3,Life Sciences,3597,Female,2,Manager,Divorced,48590,1.0,24,1,34.0,3,33,15,0,4.0,2.0,3.0,4,4,09:18:36,10:41:31,09:59:05,18:39:59,20:52:07,19:34:14
21,Yes,Travel_Frequently,Research & Development,20,2,Medical,3598,Female,4,Research Scientist,Single,53370,1.0,14,1,2.0,2,2,2,2,1.0,3.0,1.0,3,3,09:18:34,10:37:01,09:59:18,16:23:32,18:42:34,17:33:47
46,No,Travel_Rarely,Research & Development,1,4,Life Sciences,3599,Male,1,Manufacturing Director,Married,23400,2.0,13,1,26.0,2,11,0,8,4.0,2.0,3.0,1,3,09:04:28,10:42:58,10:00:24,15:56:42,17:55:00,16:53:51
34,No,Travel_Rarely,Sales,13,4,Medical,3600,Male,3,Sales Representative,Single,74910,0.0,14,1,4.0,3,3,0,2,3.0,1.0,3.0,2,3,09:12:05,10:52:00,10:00:07,17:42:46,20:00:08,18:54:20
51,No,Travel_Frequently,Research & Development,14,3,Life Sciences,3601,Male,2,Research Director,Divorced,105270,4.0,14,0,31.0,3,29,11,10,4.0,2.0,2.0,3,3,09:28:26,10:41:48,10:03:02,20:00:11,22:13:52,21:04:02
59,No,Travel_Rarely,Research & Development,4,2,Life Sciences,3602,Male,2,Research Scientist,Single,165950,6.0,21,1,25.0,2,9,5,4,4.0,4.0,2.0,3,4,09:13:25,10:46:47,10:00:53,15:27:54,17:48:18,16:37:35
34,No,Travel_Frequently,Sales,14,4,Medical,3603,Female,3,Research Scientist,Divorced,88340,4.0,13,1,15.0,1,11,5,10,3.0,2.0,4.0,3,3,09:18:12,10:44:08,10:00:18,15:34:26,17:54:00,16:47:23
28,No,Travel_Frequently,Research & Development,2,3,Other,3604,Female,1,Manager,Single,55770,0.0,19,0,5.0,3,4,0,2,4.0,3.0,2.0,3,3,09:09:12,10:41:36,10:00:20,19:00:36,21:10:32,20:25:01
44,No,Travel_Rarely,Research & Development,3,4,Life Sciences,3605,Male,2,Research Scientist,Divorced,47070,1.0,17,0,26.0,4,25,14,13,3.0,1.0,2.0,1,3,09:07:49,10:38:24,09:57:53,16:49:02,18:58:43,17:45:54
34,No,Travel_Frequently,Sales,1,3,Life Sciences,3606,Male,2,Sales Executive,Married,24000,4.0,18,1,14.0,3,10,1,8,3.0,2.0,4.0,3,3,09:15:43,10:44:25,10:00:05,16:23:57,18:37:12,17:30:15
35,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3607,Male,4,Healthcare Representative,Married,98240,0.0,19,0,4.0,2,3,2,2,3.0,3.0,3.0,3,3,09:10:02,10:40:34,09:59:13,19:13:52,21:23:30,20:28:24
42,No,Travel_Rarely,Research & Development,23,4,Life Sciences,3608,Female,1,Manager,Married,64470,6.0,13,0,18.0,3,1,0,0,2.0,2.0,3.0,3,3,08:59:20,10:44:18,10:00:12,17:51:51,20:33:15,19:23:49
43,No,Travel_Rarely,Research & Development,7,2,Medical,3609,Female,1,Laboratory Technician,Single,195020,3.0,18,2,23.0,3,21,15,17,4.0,4.0,4.0,4,3,09:11:13,10:44:53,10:01:21,15:31:19,17:41:43,16:25:22
36,No,Travel_Rarely,Research & Development,2,4,Medical,3610,Male,1,Healthcare Representative,Single,27250,9.0,21,1,18.0,4,16,5,12,3.0,2.0,3.0,2,4,09:21:00,10:48:33,09:59:43,19:21:26,21:54:22,20:36:08
44,Yes,Travel_Rarely,Research & Development,21,4,Life Sciences,3611,Female,2,Laboratory Technician,Married,62720,1.0,19,1,10.0,3,10,0,5,1.0,4.0,3.0,3,3,09:11:41,10:47:09,09:59:48,14:46:05,17:09:38,15:59:52
28,No,Travel_Frequently,Research & Development,2,3,Life Sciences,3612,Female,2,Sales Representative,Married,21270,1.0,14,0,2.0,3,2,2,2,4.0,4.0,3.0,3,3,09:18:07,10:57:09,10:00:40,18:31:54,20:41:38,19:42:17
51,No,Travel_Frequently,Sales,21,4,Medical,3613,Male,2,Research Scientist,Single,182000,0.0,17,0,8.0,3,7,7,7,2.0,3.0,2.0,3,3,09:15:31,10:51:54,09:59:09,15:56:09,18:27:40,16:58:28
30,No,Non-Travel,Research & Development,2,4,Other,3614,Male,1,Research Scientist,Single,20960,7.0,11,3,10.0,2,8,1,7,3.0,3.0,3.0,3,3,08:58:45,10:47:47,09:58:07,18:11:47,20:22:20,19:29:31
29,Yes,Travel_Rarely,Research & Development,29,4,Technical Degree,3615,Female,1,Sales Representative,Divorced,28860,3.0,13,0,10.0,4,7,7,7,2.0,3.0,3.0,3,3,09:12:58,10:38:20,09:59:43,17:12:48,19:19:02,18:24:38
28,No,Travel_Rarely,Sales,1,4,Life Sciences,3616,Female,2,Sales Representative,Single,20330,2.0,15,1,5.0,5,3,1,2,4.0,1.0,2.0,3,3,09:10:37,10:43:51,09:59:36,15:49:19,17:56:35,16:50:47
25,No,Travel_Rarely,Research & Development,18,2,Life Sciences,3617,Male,1,Research Scientist,Single,36220,1.0,25,0,2.0,0,2,2,1,4.0,2.0,2.0,3,4,09:24:23,10:42:07,09:59:58,16:58:53,19:08:01,18:01:22
32,No,Travel_Rarely,Research & Development,10,4,Other,3618,Female,1,Sales Executive,Married,42330,1.0,11,0,10.0,5,10,0,8,3.0,4.0,4.0,3,3,09:17:39,10:47:24,09:58:00,15:36:22,17:51:42,16:46:36
45,No,Travel_Frequently,Research & Development,19,3,Medical,3619,Male,3,Laboratory Technician,Single,36810,3.0,17,1,22.0,2,0,0,0,2.0,2.0,3.0,3,3,09:06:59,10:42:50,09:57:53,14:56:37,16:59:17,15:58:13
39,No,Travel_Rarely,Sales,29,1,Marketing,3620,Female,1,Laboratory Technician,Divorced,54600,6.0,13,2,21.0,3,19,15,2,3.0,2.0,3.0,3,3,09:03:59,10:42:42,09:59:30,17:16:51,19:20:03,18:24:03
58,No,Travel_Rarely,Research & Development,27,3,Other,3621,Male,2,Laboratory Technician,Divorced,21870,1.0,18,1,2.0,1,2,2,2,1.0,3.0,3.0,1,3,09:02:44,10:40:52,09:59:40,14:59:48,17:08:17,15:59:27
32,Yes,Travel_Rarely,Research & Development,5,3,Technical Degree,3622,Female,1,Sales Executive,Married,96020,1.0,13,1,10.0,3,10,1,1,4.0,3.0,3.0,3,3,09:28:16,10:44:46,10:01:30,15:29:53,17:36:07,16:29:38
39,Yes,Travel_Rarely,Research & Development,18,2,Life Sciences,3623,Male,2,Laboratory Technician,Single,28360,0.0,20,0,6.0,3,5,0,3,3.0,1.0,3.0,2,4,09:07:28,10:52:12,10:00:38,16:40:13,19:04:36,17:43:10
30,No,Travel_Rarely,Sales,9,1,Marketing,3624,Male,4,Research Director,Married,40890,0.0,18,0,10.0,2,9,6,7,1.0,4.0,3.0,4,3,09:21:26,10:47:33,10:00:52,14:57:40,17:09:43,16:13:06
36,No,Travel_Rarely,Sales,1,3,Marketing,3625,Male,2,Sales Executive,Married,166270,3.0,12,0,10.0,5,7,1,7,4.0,3.0,3.0,2,3,09:21:29,10:44:55,09:59:10,15:35:48,17:48:46,16:40:48
46,No,Travel_Rarely,Sales,4,3,Medical,3626,Male,1,Research Scientist,Single,26190,6.0,12,1,10.0,3,7,5,7,4.0,1.0,4.0,2,3,09:16:45,10:52:58,09:59:39,16:36:56,18:52:03,17:41:43
28,No,Non-Travel,Research & Development,1,3,Medical,3627,Male,5,Sales Executive,Married,56790,0.0,13,0,10.0,2,9,7,5,3.0,4.0,3.0,2,3,09:24:03,10:57:46,10:00:10,17:02:58,19:15:04,18:00:23
50,No,Travel_Rarely,Research & Development,20,2,Medical,3628,Female,5,Laboratory Technician,Married,154020,4.0,21,0,25.0,3,3,1,2,4.0,1.0,3.0,2,4,09:12:14,10:45:17,09:59:45,19:23:15,21:33:04,20:23:06
40,Yes,Travel_Rarely,Sales,8,1,Other,3629,Male,1,Laboratory Technician,Single,59850,2.0,13,3,9.0,1,5,1,0,4.0,2.0,3.0,2,3,09:07:33,11:08:59,10:00:49,18:46:01,20:58:32,19:48:20
52,Yes,Travel_Rarely,Research & Development,3,2,Technical Degree,3630,Male,3,Laboratory Technician,Single,25790,9.0,19,1,10.0,1,8,7,7,2.0,2.0,2.0,3,3,09:21:30,10:49:27,10:01:55,18:49:57,21:07:10,20:04:40
30,No,Travel_Rarely,Research & Development,6,4,Medical,3631,Female,1,Sales Executive,Married,30410,1.0,11,1,9.0,2,9,0,8,2.0,1.0,3.0,2,3,09:19:59,10:43:51,10:01:30,19:11:50,21:40:57,20:23:29
39,No,Travel_Rarely,Research & Development,26,1,Medical,3632,Male,2,Healthcare Representative,Single,34470,0.0,14,0,9.0,5,8,1,7,1.0,3.0,3.0,3,3,09:18:40,10:49:13,09:58:04,14:51:58,17:11:09,15:57:03
31,No,Non-Travel,Research & Development,1,2,Medical,3633,Male,1,Sales Executive,Divorced,195130,1.0,12,1,10.0,1,10,9,6,4.0,3.0,2.0,2,3,09:11:38,10:42:34,10:00:18,18:52:41,21:08:36,20:07:10
41,No,Non-Travel,Sales,6,3,Life Sciences,3634,Female,1,Research Director,Single,27730,1.0,11,0,19.0,3,19,11,9,3.0,2.0,3.0,3,3,09:15:49,10:51:42,09:59:32,16:23:19,18:48:40,17:47:19
31,Yes,Travel_Frequently,Research & Development,3,1,Life Sciences,3635,Male,1,Sales Executive,Single,71040,1.0,14,1,3.0,3,3,2,2,4.0,2.0,4.0,3,3,09:21:04,10:35:50,09:59:04,17:56:43,20:07:05,19:03:39
44,Yes,Travel_Rarely,Sales,5,3,Life Sciences,3636,Male,1,Laboratory Technician,Married,63220,4.0,11,1,10.0,2,3,1,2,1.0,1.0,4.0,3,3,09:24:38,10:50:19,10:00:52,14:58:35,17:06:31,16:02:25
42,No,Non-Travel,Research & Development,4,3,Life Sciences,3637,Male,2,Laboratory Technician,Married,20830,0.0,12,2,21.0,3,20,2,10,3.0,3.0,2.0,2,3,09:08:33,10:37:04,09:58:53,18:24:29,20:44:56,19:40:41
55,No,Travel_Rarely,Sales,11,3,Technical Degree,3638,Male,2,Manufacturing Director,Married,83810,4.0,15,1,23.0,3,19,9,11,4.0,3.0,3.0,3,3,09:15:21,10:54:12,10:02:31,15:29:43,17:55:33,16:38:03
56,No,Travel_Rarely,Sales,3,2,Medical,3639,Female,3,Manufacturing Director,Single,26910,6.0,16,1,36.0,6,7,7,7,4.0,2.0,3.0,3,3,09:17:46,10:40:20,09:58:08,16:57:09,19:03:25,17:55:24
40,No,Non-Travel,Research & Development,1,1,Life Sciences,3640,Male,1,Laboratory Technician,Divorced,42860,9.0,15,0,6.0,6,4,0,0,3.0,3.0,3.0,3,3,09:13:39,10:41:53,09:58:58,16:20:54,18:17:16,17:13:32
34,No,Travel_Rarely,Research & Development,3,2,Technical Degree,3641,Male,2,Research Director,Divorced,26590,0.0,24,3,10.0,2,9,1,6,4.0,4.0,2.0,3,4,09:11:28,10:40:54,10:00:33,16:19:30,18:23:45,17:25:00
40,No,Travel_Rarely,Sales,4,3,Medical,3642,Male,2,Sales Executive,Single,94340,1.0,13,1,9.0,3,9,8,8,3.0,4.0,3.0,2,3,09:09:30,10:43:21,10:00:56,15:09:43,17:06:39,16:01:37
41,No,Travel_Frequently,Sales,1,4,Other,3643,Female,2,Healthcare Representative,Divorced,55610,0.0,11,0,10.0,2,9,1,7,3.0,1.0,3.0,2,3,09:05:50,10:49:05,09:59:35,16:35:25,19:05:42,17:41:10
35,No,Travel_Frequently,Sales,1,2,Technical Degree,3644,Male,2,Manager,Single,66460,1.0,13,1,9.0,2,9,1,1,3.0,3.0,3.0,2,3,09:23:33,10:38:46,10:01:25,18:37:00,20:37:09,19:33:37
51,No,Travel_Rarely,Sales,18,2,Life Sciences,3645,Male,4,Manufacturing Director,Divorced,77250,1.0,13,1,33.0,2,33,0,10,3.0,2.0,3.0,3,3,09:09:59,10:40:42,09:59:33,18:32:48,20:40:58,19:30:47
38,No,Travel_Rarely,Sales,2,4,Life Sciences,3646,Female,1,Research Scientist,Divorced,107250,3.0,18,0,11.0,5,7,1,7,2.0,1.0,3.0,2,3,09:11:15,10:40:25,10:01:13,15:34:18,17:41:17,16:37:21
34,No,Travel_Rarely,Sales,4,3,Life Sciences,3647,Male,2,Research Scientist,Single,88470,1.0,16,0,10.0,3,10,9,6,3.0,1.0,4.0,4,3,09:14:01,10:37:39,10:00:44,16:13:03,18:11:16,17:13:58
25,No,Travel_Rarely,Research & Development,6,2,Medical,3648,Female,4,Research Scientist,Married,20450,3.0,19,0,7.0,3,3,1,2,4.0,4.0,2.0,3,3,09:18:47,10:45:25,09:58:27,15:16:02,17:34:47,16:20:02
58,Yes,Travel_Rarely,Sales,1,4,Technical Degree,3649,Male,2,Sales Executive,Married,10090,7.0,13,2,31.0,3,10,5,9,3.0,1.0,2.0,4,3,09:15:21,10:52:29,10:00:41,17:20:16,19:42:07,18:31:32
40,No,Travel_Rarely,Research & Development,14,4,Medical,3650,Female,1,Research Scientist,Married,33480,3.0,22,0,7.0,2,4,0,3,2.0,2.0,3.0,1,4,09:14:24,10:43:12,09:59:13,15:12:16,17:03:59,16:03:27
36,No,Travel_Frequently,Sales,16,2,Life Sciences,3651,Male,1,Research Scientist,Married,12810,2.0,11,0,17.0,2,15,6,13,1.0,1.0,2.0,3,3,09:12:32,10:44:26,09:59:27,15:02:55,17:17:13,16:06:58
48,No,Travel_Rarely,Research & Development,2,1,Life Sciences,3652,Male,2,Research Scientist,Single,28190,1.0,20,0,11.0,2,10,0,8,4.0,4.0,3.0,2,4,09:17:53,10:58:04,10:00:56,15:54:45,18:35:34,17:37:55
27,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3653,Female,2,Laboratory Technician,Married,48510,8.0,18,0,5.0,2,1,0,0,3.0,4.0,3.0,3,3,09:19:33,10:53:26,10:00:51,15:50:19,18:40:52,17:06:14
51,No,Travel_Rarely,Research & Development,4,1,Medical,3654,Female,3,Manufacturing Director,Single,40280,3.0,14,0,29.0,3,5,0,3,4.0,2.0,2.0,3,3,09:04:13,10:38:52,10:00:23,16:24:53,18:35:19,17:29:56
18,No,Non-Travel,Research & Development,1,4,Medical,3655,Male,2,Sales Executive,Single,27200,1.0,22,1,0.0,2,0,0,0,4.0,4.0,,3,4,09:05:27,10:43:13,09:59:34,16:53:49,18:40:58,17:52:45
35,No,Travel_Rarely,Research & Development,1,4,Other,3656,Female,2,Research Director,Married,81200,0.0,13,0,10.0,2,9,0,0,4.0,4.0,3.0,2,3,09:14:58,10:47:03,09:58:10,16:06:45,18:15:14,17:12:50
27,No,Travel_Frequently,Research & Development,26,4,Medical,3657,Female,1,Research Director,Single,46470,3.0,17,0,8.0,3,6,0,0,4.0,4.0,3.0,4,3,09:16:14,10:37:16,09:58:35,16:04:32,18:21:38,17:24:05
55,Yes,Travel_Rarely,Research & Development,19,3,Technical Degree,3658,Male,1,Human Resources,Single,46800,6.0,14,3,24.0,0,19,3,8,1.0,3.0,2.0,4,3,09:06:11,10:49:48,09:59:15,17:20:36,19:50:56,18:39:18
56,No,Travel_Rarely,Research & Development,24,4,Life Sciences,3659,Male,2,Laboratory Technician,Married,32210,4.0,15,2,33.0,2,19,15,9,4.0,2.0,3.0,3,3,09:15:30,10:42:27,10:01:28,19:15:37,21:23:57,20:24:55
34,No,Non-Travel,Sales,1,2,Life Sciences,3660,Male,2,Research Scientist,Divorced,86210,1.0,17,1,5.0,1,5,0,0,1.0,3.0,3.0,3,3,09:19:18,10:47:38,10:00:04,15:28:10,17:32:44,16:22:47
40,No,Travel_Rarely,Research & Development,3,3,Life Sciences,3661,Male,2,Sales Executive,Divorced,45770,5.0,11,1,15.0,3,12,11,8,2.0,3.0,3.0,2,3,09:08:20,10:40:25,09:58:31,15:28:38,17:35:14,16:30:08
34,No,Travel_Rarely,Research & Development,5,3,Life Sciences,3662,Male,1,Research Scientist,Married,45530,4.0,18,1,10.0,2,8,7,7,2.0,3.0,3.0,4,3,09:11:59,10:39:36,09:59:45,15:54:46,18:27:11,17:10:21
31,Yes,Travel_Frequently,Research & Development,2,2,Medical,3663,Female,2,Manufacturing Director,Single,53960,7.0,17,1,3.0,2,1,0,0,3.0,4.0,4.0,1,3,09:21:52,10:36:03,09:59:12,16:45:30,18:38:06,17:41:51
35,Yes,Travel_Frequently,Research & Development,1,2,Medical,3664,Male,1,Manufacturing Director,Married,67960,0.0,13,0,5.0,2,4,3,2,4.0,3.0,2.0,3,3,09:16:11,10:44:19,09:59:15,18:04:32,20:19:16,19:03:50
38,No,Travel_Frequently,Research & Development,7,3,Medical,3665,Female,2,Sales Representative,Divorced,76250,1.0,15,0,4.0,2,4,0,3,4.0,3.0,3.0,2,3,08:57:33,10:39:06,10:00:04,15:18:32,17:46:50,16:26:48
34,No,Travel_Rarely,Research & Development,10,4,Other,3666,Female,2,Laboratory Technician,Single,74120,1.0,24,0,14.0,4,14,4,11,3.0,4.0,4.0,3,4,09:10:06,10:48:53,10:00:13,17:00:39,18:55:21,17:54:04
28,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3667,Female,2,Healthcare Representative,Married,111590,1.0,12,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3,09:08:51,10:41:24,09:58:19,15:42:06,17:35:51,16:39:21
31,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,3668,Male,2,Sales Executive,Married,49600,1.0,15,0,10.0,3,10,6,7,4.0,3.0,2.0,2,3,09:17:17,10:51:00,10:00:32,19:54:46,21:57:20,20:54:45
39,No,Travel_Rarely,Research & Development,17,4,Technical Degree,3669,Female,2,Healthcare Representative,Married,104750,3.0,11,1,8.0,3,5,1,4,1.0,4.0,4.0,3,3,09:12:11,10:47:43,10:00:34,19:10:04,21:34:53,20:17:49
51,No,Travel_Frequently,Research & Development,20,3,Medical,3670,Male,2,Sales Executive,Married,148140,2.0,11,1,14.0,2,4,3,2,2.0,2.0,3.0,2,3,09:16:45,10:47:34,10:01:05,16:00:54,18:12:10,17:05:31
41,No,Travel_Frequently,Research & Development,1,3,Life Sciences,3671,Male,4,Sales Executive,Divorced,191410,3.0,12,1,12.0,2,6,3,3,4.0,4.0,2.0,3,3,09:10:01,10:35:50,10:00:02,19:29:41,21:41:13,20:41:23
37,No,Travel_Rarely,Research & Development,2,2,Medical,3672,Female,1,Healthcare Representative,Married,54050,7.0,15,0,8.0,3,6,1,3,3.0,3.0,3.0,4,3,09:14:07,10:50:37,10:00:09,19:13:21,21:32:40,20:24:06
33,No,Travel_Frequently,Research & Development,2,3,Medical,3673,Female,1,Sales Executive,Married,87930,6.0,17,0,8.0,2,5,1,2,2.0,4.0,4.0,3,3,09:18:05,10:45:24,10:00:28,16:44:42,18:51:15,17:47:28
32,No,Travel_Rarely,Research & Development,1,4,Medical,3674,Male,5,Research Director,Married,191890,0.0,12,1,4.0,3,3,1,2,3.0,2.0,2.0,3,3,09:00:13,10:49:34,10:01:44,19:17:24,21:57:40,20:24:44
39,No,Non-Travel,Research & Development,29,2,Life Sciences,3675,Male,2,Sales Executive,Married,38750,3.0,15,0,13.0,3,6,0,5,3.0,3.0,3.0,3,3,09:04:00,10:43:21,09:58:28,15:30:26,18:00:41,16:33:37
25,No,Travel_Rarely,Research & Development,7,4,Life Sciences,3676,Male,1,Sales Executive,Married,22160,2.0,13,3,6.0,2,3,1,2,1.0,3.0,2.0,2,3,09:14:37,10:52:45,10:02:02,16:01:49,18:40:25,17:13:40
52,No,Travel_Frequently,Research & Development,2,1,Life Sciences,3677,Male,2,Sales Executive,Married,117130,2.0,14,0,24.0,2,5,0,2,4.0,3.0,2.0,3,3,09:11:25,10:54:13,10:01:03,18:16:53,20:18:48,19:09:40
43,No,Travel_Rarely,Research & Development,2,2,Medical,3678,Male,1,Laboratory Technician,Single,78610,1.0,14,2,20.0,1,20,1,8,1.0,3.0,1.0,3,3,09:09:26,10:52:43,09:59:59,18:20:56,20:40:17,19:39:51
27,No,Travel_Rarely,Research & Development,2,4,Life Sciences,3679,Male,1,Human Resources,Married,37080,1.0,16,2,6.0,2,6,4,4,4.0,4.0,3.0,3,3,09:21:21,10:41:03,09:59:06,19:13:09,21:24:56,20:17:05
27,Yes,Travel_Rarely,Research & Development,2,5,Life Sciences,3680,Female,1,Research Scientist,Single,137700,1.0,18,1,8.0,3,8,7,7,4.0,3.0,3.0,4,3,09:13:04,10:40:23,09:58:21,18:59:28,20:58:25,19:59:03
26,No,Travel_Rarely,Research & Development,2,2,Other,3681,Male,3,Laboratory Technician,Single,53040,0.0,20,1,5.0,2,4,1,1,1.0,4.0,3.0,3,4,09:22:20,10:50:13,10:00:49,15:12:36,17:26:35,16:17:35
42,No,Travel_Rarely,Sales,23,3,Marketing,3682,Female,3,Research Scientist,Married,26420,0.0,13,1,21.0,3,20,0,9,,1.0,3.0,3,3,09:15:20,11:02:30,09:57:53,15:02:13,17:11:43,16:06:36
52,No,Travel_Rarely,Research & Development,5,2,Life Sciences,3683,Female,1,Healthcare Representative,Married,27590,9.0,18,1,12.0,6,5,0,4,3.0,1.0,1.0,3,3,09:21:49,10:46:01,10:00:04,15:24:39,17:22:59,16:28:52
37,No,Travel_Rarely,Research & Development,20,5,Life Sciences,3684,Male,2,Manager,Single,68040,4.0,13,1,8.0,1,3,0,2,1.0,3.0,3.0,3,3,09:10:04,10:54:25,09:59:39,16:24:42,18:39:00,17:31:08
35,No,Travel_Frequently,Research & Development,6,4,Medical,3685,Female,2,Research Director,Single,61420,2.0,15,1,10.0,2,2,2,2,3.0,4.0,3.0,3,3,09:00:46,11:10:15,09:59:50,16:30:35,19:00:15,17:42:45
25,No,Travel_Rarely,Research & Development,1,4,Medical,3686,Male,2,Sales Executive,Married,25000,4.0,14,2,7.0,2,3,0,2,1.0,4.0,2.0,1,3,09:03:24,10:45:53,09:58:06,16:45:44,19:14:04,17:58:25
26,No,Travel_Rarely,Research & Development,29,4,Life Sciences,3687,Male,1,Research Scientist,Single,63890,0.0,22,0,8.0,2,7,0,7,3.0,1.0,3.0,2,4,09:14:36,10:49:19,09:59:58,15:23:45,18:09:17,16:48:23
29,No,Travel_Rarely,Sales,9,3,Life Sciences,3688,Male,1,Laboratory Technician,Single,111030,1.0,12,0,10.0,5,10,0,9,2.0,1.0,2.0,2,3,09:15:54,10:45:58,10:00:28,14:52:03,17:16:01,16:13:29
49,Yes,Travel_Frequently,Sales,6,5,Medical,3689,Female,2,Healthcare Representative,Single,23420,3.0,18,0,20.0,2,4,1,3,1.0,1.0,3.0,3,3,09:20:58,10:48:46,10:00:25,16:17:44,18:14:15,17:09:14
29,Yes,Travel_Frequently,Sales,3,2,Marketing,3690,Female,2,Laboratory Technician,Single,68110,0.0,15,1,9.0,2,8,7,7,3.0,4.0,3.0,3,3,09:02:51,10:36:29,09:58:48,17:29:30,19:43:58,18:35:12
54,No,Travel_Rarely,Sales,1,3,Medical,3691,Female,2,Manager,Single,22970,6.0,18,2,29.0,2,20,12,7,4.0,4.0,2.0,2,3,09:16:36,10:42:52,10:01:15,15:14:53,17:06:48,16:13:54
58,No,Travel_Rarely,Sales,22,3,Life Sciences,3692,Female,2,Laboratory Technician,Married,24500,3.0,12,1,32.0,2,9,1,5,4.0,1.0,3.0,3,3,09:21:04,10:41:32,09:59:06,19:29:37,21:25:13,20:33:30
55,No,Travel_Rarely,Research & Development,7,3,Life Sciences,3693,Female,3,Research Scientist,Divorced,50930,2.0,16,1,31.0,3,7,0,0,2.0,4.0,4.0,3,3,09:07:31,10:35:19,09:58:16,16:27:00,18:41:16,17:28:19
36,No,Travel_Rarely,Research & Development,1,3,Medical,3694,Male,2,Sales Executive,Single,53090,3.0,13,0,15.0,5,5,0,1,1.0,2.0,3.0,3,3,09:15:25,10:44:34,09:58:51,18:20:48,20:26:19,19:21:56
31,Yes,Travel_Frequently,Sales,4,3,Life Sciences,3695,Male,2,Manager,Single,30570,1.0,19,0,1.0,3,1,0,0,2.0,3.0,3.0,3,3,09:01:25,10:52:27,09:59:32,16:09:24,18:29:14,17:15:38
30,No,Travel_Rarely,Sales,3,3,Life Sciences,3696,Male,3,Sales Executive,Divorced,51210,7.0,13,0,8.0,4,3,0,2,4.0,1.0,3.0,3,3,09:18:14,10:47:34,09:58:12,16:18:57,19:06:26,17:26:42
31,No,Travel_Rarely,Research & Development,1,3,Medical,3697,Male,1,Laboratory Technician,Single,168560,3.0,12,1,9.0,3,3,1,0,1.0,2.0,4.0,3,3,09:15:26,11:19:39,10:00:34,16:07:53,18:41:24,17:18:10
34,No,Travel_Frequently,Sales,2,1,Marketing,3698,Female,5,Manager,Divorced,26860,5.0,11,0,10.0,3,4,1,3,4.0,1.0,3.0,4,3,09:12:23,10:50:07,10:00:59,16:30:19,18:48:31,17:37:22
31,Yes,Travel_Rarely,Sales,20,3,Technical Degree,3699,Male,1,Research Scientist,Single,61800,1.0,14,1,1.0,2,1,0,0,1.0,2.0,4.0,1,3,09:18:25,10:39:38,10:00:34,17:02:07,19:20:04,18:01:18
27,No,Travel_Rarely,Human Resources,11,4,Medical,3700,Male,4,Sales Executive,Married,66320,0.0,16,0,6.0,3,5,1,4,2.0,1.0,4.0,3,3,09:14:18,10:38:24,09:59:59,15:58:33,18:18:50,17:09:53
